Date,2-Year,5-Year,10-Year,30-Year,,Date,2-Year,5-Year,10-Year,30-Year
29/03/2018,106.6,114.6,120.9,145.62,,29/03/2018,106.6,114.6,120.9,145.62
02/04/2018,106.4,114.3,120.9,145.88,,02/04/2018,106.4,114.3,120.9,145.88
03/04/2018,106.3,114.3,121.1,146.62,,03/04/2018,106.3,114.3,121.1,146.62
04/04/2018,106.3,114.1,121.3,146.75,,04/04/2018,106.3,114.1,121.3,146.75
05/04/2018,106.3,114.4,120.8,145.88,,05/04/2018,106.3,114.4,120.8,145.88
06/04/2018,106.3,114.3,120.8,145.72,,06/04/2018,106.3,114.3,120.8,145.72
09/04/2018,106.3,114.2,120.6,144.91,,09/04/2018,106.3,114.2,120.6,144.91
10/04/2018,106.3,114.2,121,146.03,,10/04/2018,106.3,114.2,121,146.03
11/04/2018,106.3,114,120.9,146.06,,11/04/2018,106.3,114,120.9,146.06
12/04/2018,106.2,114,120.8,145.94,,12/04/2018,106.2,114,120.8,145.94
13/04/2018,106.2,114,120.8,146.12,,13/04/2018,106.2,114,120.8,146.12
16/04/2018,106.2,114,120.5,145.38,,16/04/2018,106.2,114,120.5,145.38
17/04/2018,106.1,113.7,120.5,145.41,,17/04/2018,106.1,113.7,120.5,145.41
18/04/2018,106.1,113.6,120.5,145.47,,18/04/2018,106.1,113.6,120.5,145.47
19/04/2018,106.1,113.5,120.6,146.03,,19/04/2018,106.1,113.5,120.6,146.03
20/04/2018,106,113.3,120.1,144.94,,20/04/2018,106,113.3,120.1,144.94
23/04/2018,106,113.4,119.8,143.78,,23/04/2018,106,113.4,119.8,143.78
24/04/2018,106,113.3,119.6,143.09,,24/04/2018,106,113.3,119.6,143.09
25/04/2018,106,113.4,119.3,142.97,,25/04/2018,106,113.4,119.3,142.97
26/04/2018,106,113.5,119.3,142.53,,26/04/2018,106,113.5,119.3,142.53
27/04/2018,106,113.5,119.1,141.75,,27/04/2018,106,113.5,119.1,141.75
30/04/2018,106,113.4,119.3,142.38,,30/04/2018,106,113.4,119.3,142.38
01/05/2018,106,113.4,119.5,143.25,,01/05/2018,106,113.4,119.5,143.25
02/05/2018,106,113.5,119.6,143.84,,02/05/2018,106,113.5,119.6,143.84
03/05/2018,106.1,113.5,119.4,143.16,,03/05/2018,106.1,113.5,119.4,143.16
04/05/2018,106,113.5,119.5,143.25,,04/05/2018,106,113.5,119.5,143.25
07/05/2018,106,113.4,119.7,143.56,,07/05/2018,106,113.4,119.7,143.56
08/05/2018,106,113.3,119.7,143.66,,08/05/2018,106,113.3,119.7,143.66
09/05/2018,106,113.3,119.7,143.56,,09/05/2018,106,113.3,119.7,143.56
10/05/2018,105.9,113.3,119.5,143.38,,10/05/2018,105.9,113.3,119.5,143.38
11/05/2018,105.9,113.2,119.3,142.66,,11/05/2018,105.9,113.2,119.3,142.66
14/05/2018,105.9,112.9,119.4,143.19,,14/05/2018,105.9,112.9,119.4,143.19
15/05/2018,105.9,112.9,119.4,143.12,,15/05/2018,105.9,112.9,119.4,143.12
16/05/2018,105.9,112.9,119.3,142.75,,16/05/2018,105.9,112.9,119.3,142.75
17/05/2018,105.9,113.1,118.6,141.06,,17/05/2018,105.9,113.1,118.6,141.06
18/05/2018,105.9,113.1,118.6,140.94,,18/05/2018,105.9,113.1,118.6,140.94
21/05/2018,105.9,113.1,118.5,140.44,,21/05/2018,105.9,113.1,118.5,140.44
22/05/2018,105.9,113.4,118.8,141.19,,22/05/2018,105.9,113.4,118.8,141.19
23/05/2018,106,113.5,118.8,141.28,,23/05/2018,106,113.5,118.8,141.28
24/05/2018,106.1,113.7,118.9,141.25,,24/05/2018,106.1,113.7,118.9,141.25
25/05/2018,106.1,113.3,119.4,142.22,,25/05/2018,106.1,113.3,119.4,142.22
27/05/2018,105.9,113.6,119.5,142.78,,27/05/2018,105.9,113.6,119.5,142.78
28/05/2018,106,114.6,119.9,143.69,,28/05/2018,106,114.6,119.9,143.69
29/05/2018,106.4,114.1,119.4,142.66,,29/05/2018,106.4,114.1,119.4,142.66
30/05/2018,106.2,114.1,119.8,143.47,,30/05/2018,106.2,114.1,119.8,143.47
31/05/2018,106.2,113.8,121.2,146.25,,31/05/2018,106.2,113.8,121.2,146.25
01/06/2018,106.1,113.6,120.6,145.44,,01/06/2018,106.1,113.6,120.6,145.44
04/06/2018,106.1,113.7,120.7,146,,04/06/2018,106.1,113.7,120.7,146
05/06/2018,106.1,113.5,120.2,144.81,,05/06/2018,106.1,113.5,120.2,144.81
06/06/2018,106.1,113.6,119.8,144.12,,06/06/2018,106.1,113.6,119.8,144.12
07/06/2018,106.1,113.7,120,144.31,,07/06/2018,106.1,113.7,120,144.31
08/06/2018,106.1,113.5,119.6,143.25,,08/06/2018,106.1,113.5,119.6,143.25
11/06/2018,106.1,113.5,119.9,144.12,,11/06/2018,106.1,113.5,119.9,144.12
12/06/2018,106,113.3,119.9,144.03,,12/06/2018,106,113.3,119.9,144.03
13/06/2018,106,113.5,119.8,143.66,,13/06/2018,106,113.5,119.8,143.66
14/06/2018,106,113.5,119.7,143.75,,14/06/2018,106,113.5,119.7,143.75
15/06/2018,106,113.5,119.5,143.44,,15/06/2018,106,113.5,119.5,143.44
18/06/2018,106,113.7,119.8,144.12,,18/06/2018,106,113.7,119.8,144.12
19/06/2018,106,113.6,119.9,144.5,,19/06/2018,106,113.6,119.9,144.5
20/06/2018,106,113.7,119.9,144.41,,20/06/2018,106,113.7,119.9,144.41
21/06/2018,106.1,113.7,120.1,144.94,,21/06/2018,106.1,113.7,120.1,144.94
22/06/2018,106,113.8,120,144.5,,22/06/2018,106,113.8,120,144.5
25/06/2018,106.1,113.8,119.9,143.97,,25/06/2018,106.1,113.8,119.9,143.97
26/06/2018,106.1,114,119.8,143.97,,26/06/2018,106.1,114,119.8,143.97
27/06/2018,106.1,113.9,120,144.34,,27/06/2018,106.1,113.9,120,144.34
28/06/2018,106.1,114,120,144.25,,28/06/2018,106.1,114,120,144.25
29/06/2018,106.1,113.5,120.4,145.28,,29/06/2018,106.1,113.5,120.4,145.28
02/07/2018,105.9,113.6,120.2,144.97,,02/07/2018,105.9,113.6,120.2,144.97
03/07/2018,105.9,113.6,120.2,145,,03/07/2018,105.9,113.6,120.2,145
04/07/2018,105.9,113.6,120.1,144.75,,04/07/2018,105.9,113.6,120.1,144.75
05/07/2018,105.8,113.6,120.3,145.34,,05/07/2018,105.8,113.6,120.3,145.34
06/07/2018,105.9,113.5,120.3,145.28,,06/07/2018,105.9,113.5,120.3,145.28
09/07/2018,105.9,113.4,120.3,145.5,,09/07/2018,105.9,113.4,120.3,145.5
10/07/2018,105.8,113.6,120.3,145.66,,10/07/2018,105.8,113.6,120.3,145.66
11/07/2018,105.8,113.5,120.1,145.12,,11/07/2018,105.8,113.5,120.1,145.12
12/07/2018,105.8,113.6,120,145,,12/07/2018,105.8,113.6,120,145
13/07/2018,105.8,113.5,120.3,145.47,,13/07/2018,105.8,113.5,120.3,145.47
16/07/2018,105.8,113.5,120.2,145.28,,16/07/2018,105.8,113.5,120.2,145.28
17/07/2018,105.8,113.5,120.4,145.69,,17/07/2018,105.8,113.5,120.4,145.69
18/07/2018,105.8,113.6,120.2,145.12,,18/07/2018,105.8,113.6,120.2,145.12
19/07/2018,105.8,113.5,120.1,145.03,,19/07/2018,105.8,113.5,120.1,145.03
20/07/2018,105.8,113.2,120.1,144.72,,20/07/2018,105.8,113.2,120.1,144.72
23/07/2018,105.7,113.2,120.3,145.28,,23/07/2018,105.7,113.2,120.3,145.28
24/07/2018,105.7,113.3,120,144.19,,24/07/2018,105.7,113.3,120,144.19
25/07/2018,105.7,113.1,119.5,142.81,,25/07/2018,105.7,113.1,119.5,142.81
26/07/2018,105.7,113.1,119.6,143.19,,26/07/2018,105.7,113.1,119.6,143.19
27/07/2018,105.7,113.1,119.7,143.41,,27/07/2018,105.7,113.1,119.7,143.41
30/07/2018,105.7,113.1,119.3,142.69,,30/07/2018,105.7,113.1,119.3,142.69
31/07/2018,105.7,113,119.4,142.94,,31/07/2018,105.7,113,119.4,142.94
01/08/2018,105.7,113.1,119.4,142.62,,01/08/2018,105.7,113.1,119.4,142.62
02/08/2018,105.7,113.3,119.4,142.97,,02/08/2018,105.7,113.3,119.4,142.97
03/08/2018,105.8,113.3,119.2,142.22,,03/08/2018,105.8,113.3,119.2,142.22
06/08/2018,105.7,113.2,119.3,142.44,,06/08/2018,105.7,113.2,119.3,142.44
07/08/2018,105.7,113.2,119.6,142.97,,07/08/2018,105.7,113.2,119.6,142.97
08/08/2018,105.7,113.3,119.7,143.25,,08/08/2018,105.7,113.3,119.7,143.25
09/08/2018,105.8,113.7,119.5,142.59,,09/08/2018,105.8,113.7,119.5,142.59
10/08/2018,105.9,113.6,119.5,142.62,,10/08/2018,105.9,113.6,119.5,142.62
13/08/2018,105.8,113.5,119.7,143.28,,13/08/2018,105.8,113.5,119.7,143.28
14/08/2018,105.8,113.7,120.4,144.66,,14/08/2018,105.8,113.7,120.4,144.66
15/08/2018,105.8,113.6,120.3,144.31,,15/08/2018,105.8,113.6,120.3,144.31
16/08/2018,105.8,113.6,120.1,144.03,,16/08/2018,105.8,113.6,120.1,144.03
17/08/2018,105.8,113.8,120.4,144.75,,17/08/2018,105.8,113.8,120.4,144.75
20/08/2018,105.9,113.7,120.3,144.53,,20/08/2018,105.9,113.7,120.3,144.53
21/08/2018,105.8,113.8,120.3,144.53,,21/08/2018,105.8,113.8,120.3,144.53
22/08/2018,105.9,113.8,120.6,145.47,,22/08/2018,105.9,113.8,120.6,145.47
23/08/2018,105.8,113.7,120.5,145.12,,23/08/2018,105.8,113.7,120.5,145.12
24/08/2018,105.8,113.6,120.6,145.47,,24/08/2018,105.8,113.6,120.6,145.47
27/08/2018,105.8,113.5,120.6,145.66,,27/08/2018,105.8,113.5,120.6,145.66
28/08/2018,105.8,113.4,120.5,145.59,,28/08/2018,105.8,113.4,120.5,145.59
29/08/2018,105.7,113.5,120.3,145.12,,29/08/2018,105.7,113.5,120.3,145.12
30/08/2018,105.8,113.1,120.1,144.44,,30/08/2018,105.8,113.1,120.1,144.44
31/08/2018,105.7,113.4,120.1,144.59,,31/08/2018,105.7,113.4,120.1,144.59
02/09/2018,105.7,113.4,120.3,144.97,,02/09/2018,105.7,113.4,120.3,144.97
03/09/2018,105.7,113.5,119.4,144.97,,03/09/2018,105.7,113.5,119.4,144.97
04/09/2018,105.8,113.5,120.2,144,,04/09/2018,105.8,113.5,120.2,144
05/09/2018,105.8,113.6,120.2,143.97,,05/09/2018,105.8,113.6,120.2,143.97
06/09/2018,105.8,113.2,120.1,143.88,,06/09/2018,105.8,113.2,120.1,143.88
07/09/2018,105.7,113.2,120.1,143.88,,07/09/2018,105.7,113.2,120.1,143.88
10/09/2018,105.7,113,120.3,144.38,,10/09/2018,105.7,113,120.3,144.38
11/09/2018,105.6,113.1,119.8,143.34,,11/09/2018,105.6,113.1,119.8,143.34
12/09/2018,105.6,113,119.8,143.5,,12/09/2018,105.6,113,119.8,143.5
13/09/2018,105.6,112.9,119.5,142.75,,13/09/2018,105.6,112.9,119.5,142.75
14/09/2018,105.6,112.9,119.6,143.06,,14/09/2018,105.6,112.9,119.6,143.06
17/09/2018,105.6,112.8,119.6,143.16,,17/09/2018,105.6,112.8,119.6,143.16
18/09/2018,105.6,112.7,119.4,142.53,,18/09/2018,105.6,112.7,119.4,142.53
19/09/2018,105.5,112.7,119.3,142.41,,19/09/2018,105.5,112.7,119.3,142.41
20/09/2018,105.5,112.7,119,141.41,,20/09/2018,105.5,112.7,119,141.41
21/09/2018,105.6,112.7,118.9,141.06,,21/09/2018,105.6,112.7,118.9,141.06
24/09/2018,105.6,112.6,118.6,140.25,,24/09/2018,105.6,112.6,118.6,140.25
25/09/2018,105.5,112.7,118.7,140.34,,25/09/2018,105.5,112.7,118.7,140.34
26/09/2018,105.6,112.7,118.6,140.25,,26/09/2018,105.6,112.7,118.6,140.25
27/09/2018,105.6,112.8,118.5,139.78,,27/09/2018,105.6,112.8,118.5,139.78
28/09/2018,105.4,112.5,118.7,140.53,,28/09/2018,105.4,112.5,118.7,140.53
01/10/2018,105.4,112.5,118.8,140.66,,01/10/2018,105.4,112.5,118.8,140.66
02/10/2018,105.4,112.2,118.8,140.5,,02/10/2018,105.4,112.2,118.8,140.5
03/10/2018,105.3,112,118.7,139.97,,03/10/2018,105.3,112,118.7,139.97
04/10/2018,105.2,112,118.8,140.5,,04/10/2018,105.2,112,118.8,140.5
05/10/2018,105.2,112,118.1,138.5,,05/10/2018,105.2,112,118.1,138.5
08/10/2018,105.3,112,117.9,137.91,,08/10/2018,105.3,112,117.9,137.91
09/10/2018,105.2,112,117.7,137.28,,09/10/2018,105.2,112,117.7,137.28
10/10/2018,105.3,112.3,117.7,137.03,,10/10/2018,105.3,112.3,117.7,137.03
11/10/2018,105.3,112.3,117.8,137.72,,11/10/2018,105.3,112.3,117.8,137.72
12/10/2018,105.3,112.2,117.8,137.25,,12/10/2018,105.3,112.2,117.8,137.25
15/10/2018,105.3,112.2,118.4,138.84,,15/10/2018,105.3,112.2,118.4,138.84
16/10/2018,105.3,112.1,118.3,138.72,,16/10/2018,105.3,112.1,118.3,138.72
17/10/2018,105.3,112.2,118.2,138.28,,17/10/2018,105.3,112.2,118.2,138.28
18/10/2018,105.3,112.1,118.2,138.5,,18/10/2018,105.3,112.1,118.2,138.5
19/10/2018,105.2,112.1,118.1,138.16,,19/10/2018,105.2,112.1,118.1,138.16
22/10/2018,105.2,112.3,118.1,138.12,,22/10/2018,105.2,112.3,118.1,138.12
23/10/2018,105.3,112.5,118,137.72,,23/10/2018,105.3,112.5,118,137.72
24/10/2018,105.4,112.4,118,137.81,,24/10/2018,105.4,112.4,118,137.81
25/10/2018,105.3,112.8,118.3,138.19,,25/10/2018,105.3,112.8,118.3,138.19
26/10/2018,105.5,112.7,118.6,138.78,,26/10/2018,105.5,112.7,118.6,138.78
29/10/2018,105.5,112.6,118.5,138.72,,29/10/2018,105.5,112.6,118.5,138.72
30/10/2018,105.4,112.4,119,139.44,,30/10/2018,105.4,112.4,119,139.44
31/10/2018,105.3,112.5,119,139.34,,31/10/2018,105.3,112.5,119,139.34
01/11/2018,105.4,112.2,118.8,138.91,,01/11/2018,105.4,112.2,118.8,138.91
02/11/2018,105.3,112.2,118.4,138.12,,02/11/2018,105.3,112.2,118.4,138.12
05/11/2018,105.3,112.1,118.6,138.44,,05/11/2018,105.3,112.1,118.6,138.44
06/11/2018,105.2,112,118.1,137.16,,06/11/2018,105.2,112,118.1,137.16
07/11/2018,105.2,111.9,118.1,137.56,,07/11/2018,105.2,111.9,118.1,137.56
08/11/2018,105.2,112.1,118,137.44,,08/11/2018,105.2,112.1,118,137.44
09/11/2018,105.2,112.3,118,137.38,,09/11/2018,105.2,112.3,118,137.38
12/11/2018,105.3,112.4,117.8,137.19,,12/11/2018,105.3,112.4,117.8,137.19
13/11/2018,105.3,112.5,118.1,137.91,,13/11/2018,105.3,112.5,118.1,137.91
14/11/2018,105.4,112.6,118.4,138.47,,14/11/2018,105.4,112.6,118.4,138.47
15/11/2018,105.4,112.8,118.5,138.59,,15/11/2018,105.4,112.8,118.5,138.59
16/11/2018,105.5,113,118.8,138.88,,16/11/2018,105.5,113,118.8,138.88
19/11/2018,105.5,112.9,118.8,138.78,,19/11/2018,105.5,112.9,118.8,138.78
20/11/2018,105.5,112.8,119.2,139.56,,20/11/2018,105.5,112.8,119.2,139.56
21/11/2018,105.5,112.8,119.3,139.78,,21/11/2018,105.5,112.8,119.3,139.78
22/11/2018,105.5,112.9,119.3,140.03,,22/11/2018,105.5,112.9,119.3,140.03
23/11/2018,105.5,112.8,119.2,139.91,,23/11/2018,105.5,112.8,119.2,139.91
26/11/2018,105.4,112.9,119.2,139.81,,26/11/2018,105.4,112.9,119.2,139.81
27/11/2018,105.4,113,119.3,140,,27/11/2018,105.4,113,119.3,140
28/11/2018,105.5,113,119.1,139.78,,28/11/2018,105.5,113,119.1,139.78
29/11/2018,105.5,113,119.3,139.91,,29/11/2018,105.5,113,119.3,139.91
30/11/2018,105.5,113,119.4,139.94,,30/11/2018,105.5,113,119.4,139.94
03/12/2018,105.4,113.1,119.4,140.12,,03/12/2018,105.4,113.1,119.4,140.12
04/12/2018,105.5,113.2,119.6,140.53,,04/12/2018,105.5,113.2,119.6,140.53
05/12/2018,105.5,113.4,119.7,141.16,,05/12/2018,105.5,113.4,119.7,141.16
06/12/2018,105.5,113.7,120.1,142.78,,06/12/2018,105.5,113.7,120.1,142.78
07/12/2018,105.6,113.6,120.1,142.3,,07/12/2018,105.6,113.6,120.1,142.3
10/12/2018,105.6,113.4,120.5,143.78,,10/12/2018,105.6,113.4,120.5,143.78
11/12/2018,105.6,113.3,120.8,143.94,,11/12/2018,105.6,113.3,120.8,143.94
12/12/2018,105.5,113.4,120.7,144.06,,12/12/2018,105.5,113.4,120.7,144.06
13/12/2018,105.6,113.5,120.5,143.78,,13/12/2018,105.6,113.5,120.5,143.78
14/12/2018,105.6,113.7,120.3,143.28,,14/12/2018,105.6,113.7,120.3,143.28
17/12/2018,105.7,113.8,120.3,143.03,,17/12/2018,105.7,113.8,120.3,143.03
18/12/2018,105.8,114,120.5,143.28,,18/12/2018,105.8,114,120.5,143.28
19/12/2018,105.8,113.9,120.7,143.78,,19/12/2018,105.8,113.9,120.7,143.78
20/12/2018,105.8,113.9,121,144.47,,20/12/2018,105.8,113.9,121,144.47
21/12/2018,105.8,114.2,120.9,144.91,,21/12/2018,105.8,114.2,120.9,144.91
24/12/2018,105.9,114.3,121.1,144.81,,24/12/2018,105.9,114.3,121.1,144.81
25/12/2018,106.1,114,121,144.81,,25/12/2018,106.1,114,121,144.81
26/12/2018,105.9,114.3,121.4,145.44,,26/12/2018,105.9,114.3,121.4,145.44
27/12/2018,106,114.4,121.4,145.48,,27/12/2018,106,114.4,121.4,145.48
28/12/2018,106,114.6,121,144.75,,28/12/2018,106,114.6,121,144.75
30/12/2018,106.1,114.6,121.5,145.53,,30/12/2018,106.1,114.6,121.5,145.53
31/12/2018,106.1,114.7,121.6,145.53,,31/12/2018,106.1,114.7,121.6,145.53
01/01/2019,106.1,115.3,122,146,,01/01/2019,106.1,115.3,122,146
02/01/2019,106.1,114.8,121.9,145.67,,02/01/2019,106.1,114.8,121.9,145.67
03/01/2019,106.4,114.6,122.2,146.75,,03/01/2019,106.4,114.6,122.2,146.75
04/01/2019,106.2,114.3,123.2,148.66,,04/01/2019,106.2,114.3,123.2,148.66
07/01/2019,106.1,114.4,122.3,146.88,,07/01/2019,106.1,114.4,122.3,146.88
08/01/2019,106,114.4,122.1,146.5,,08/01/2019,106,114.4,122.1,146.5
09/01/2019,106,114.5,121.8,146.03,,09/01/2019,106,114.5,121.8,146.03
10/01/2019,106,114.5,121.7,145.56,,10/01/2019,106,114.5,121.7,145.56
11/01/2019,106,114.5,121.7,145.28,,11/01/2019,106,114.5,121.7,145.28
14/01/2019,106,114.4,122,145.75,,14/01/2019,106,114.4,122,145.75
15/01/2019,106.1,114.3,121.9,145.41,,15/01/2019,106.1,114.3,121.9,145.41
16/01/2019,106,114.1,121.9,145.41,,16/01/2019,106,114.1,121.9,145.41
17/01/2019,106,114.1,121.7,145.19,,17/01/2019,106,114.1,121.7,145.19
18/01/2019,105.9,114.1,121.5,145.03,,18/01/2019,105.9,114.1,121.5,145.03
20/01/2019,105.9,114.3,121.2,144.53,,20/01/2019,105.9,114.3,121.2,144.53
21/01/2019,105.9,114.2,121.2,144.45,,21/01/2019,105.9,114.2,121.2,144.45
22/01/2019,106,114.4,121.3,144.64,,22/01/2019,106,114.4,121.3,144.64
23/01/2019,105.9,114.2,121.6,145.41,,23/01/2019,105.9,114.2,121.6,145.41
24/01/2019,106,114.2,121.4,144.97,,24/01/2019,106,114.2,121.4,144.97
25/01/2019,105.9,114.4,121.8,145.78,,25/01/2019,105.9,114.4,121.8,145.78
28/01/2019,105.9,114.6,121.4,145.09,,28/01/2019,105.9,114.6,121.4,145.09
29/01/2019,106,114.9,121.5,145.09,,29/01/2019,106,114.9,121.5,145.09
30/01/2019,106,114.5,121.8,145.66,,30/01/2019,106,114.5,121.8,145.66
31/01/2019,106.2,114.4,122,145.69,,31/01/2019,106.2,114.4,122,145.69
01/02/2019,106.1,114.5,122.5,146.69,,01/02/2019,106.1,114.5,122.5,146.69
04/02/2019,106,114.5,121.9,145.94,,04/02/2019,106,114.5,121.9,145.94
05/02/2019,106,114.8,121.7,145.25,,05/02/2019,106,114.8,121.7,145.25
06/02/2019,106,114.8,121.9,145.69,,06/02/2019,106,114.8,121.9,145.69
07/02/2019,106.1,114.6,121.9,145.66,,07/02/2019,106.1,114.6,121.9,145.66
08/02/2019,106.1,114.6,122.3,146.5,,08/02/2019,106.1,114.6,122.3,146.5
11/02/2019,106.1,114.4,122.4,146.88,,11/02/2019,106.1,114.4,122.4,146.88
12/02/2019,106.1,114.7,122.1,146.38,,12/02/2019,106.1,114.7,122.1,146.38
13/02/2019,106,114.6,122,145.97,,13/02/2019,106,114.6,122,145.97
14/02/2019,106.1,114.5,121.8,145.75,,14/02/2019,106.1,114.5,121.8,145.75
15/02/2019,106,114.5,122.2,146.5,,15/02/2019,106,114.5,122.2,146.5
17/02/2019,106,114.7,122.1,146.56,,17/02/2019,106,114.7,122.1,146.56
18/02/2019,106,114.6,122,146.52,,18/02/2019,106,114.6,122,146.52
19/02/2019,106.1,114.5,122,146.45,,19/02/2019,106.1,114.5,122,146.45
20/02/2019,106,114.7,122.2,146.84,,20/02/2019,106,114.7,122.2,146.84
21/02/2019,106,114.6,122.2,146.59,,21/02/2019,106,114.6,122.2,146.59
22/02/2019,106.1,114.7,121.9,145.78,,22/02/2019,106.1,114.7,121.9,145.78
25/02/2019,106,114.6,122.1,146.41,,25/02/2019,106,114.6,122.1,146.41
26/02/2019,106.1,114.5,122,146.12,,26/02/2019,106.1,114.5,122,146.12
27/02/2019,106,114.3,122.3,146.81,,27/02/2019,106,114.3,122.3,146.81
28/02/2019,106,114.4,121.9,145.56,,28/02/2019,106,114.4,121.9,145.56
01/03/2019,105.9,114.4,121.8,145.12,,01/03/2019,105.9,114.4,121.8,145.12
04/03/2019,106,114.5,121.4,144.47,,04/03/2019,106,114.5,121.4,144.47
05/03/2019,105.9,114.8,121.7,145.06,,05/03/2019,105.9,114.8,121.7,145.06
06/03/2019,106,114.8,121.7,145.09,,06/03/2019,106,114.8,121.7,145.09
07/03/2019,106.1,114.8,121.9,145.56,,07/03/2019,106.1,114.8,121.9,145.56
08/03/2019,106.1,114.9,122.4,146.47,,08/03/2019,106.1,114.9,122.4,146.47
11/03/2019,106.1,114.9,122.5,146.66,,11/03/2019,106.1,114.9,122.5,146.66
12/03/2019,106.1,114.8,122.4,146.31,,12/03/2019,106.1,114.8,122.4,146.31
13/03/2019,106.1,115,122.6,147.09,,13/03/2019,106.1,115,122.6,147.09
14/03/2019,106.1,114.9,122.6,146.81,,14/03/2019,106.1,114.9,122.6,146.81
15/03/2019,106.2,114.9,122.5,146.19,,15/03/2019,106.2,114.9,122.5,146.19
18/03/2019,106.1,115.2,122.7,146.88,,18/03/2019,106.1,115.2,122.7,146.88
19/03/2019,106.1,115.2,122.6,146.78,,19/03/2019,106.1,115.2,122.6,146.78
20/03/2019,106.2,115.6,122.5,146.47,,20/03/2019,106.2,115.6,122.5,146.47
21/03/2019,106.2,115.9,122.7,146.91,,21/03/2019,106.2,115.9,122.7,146.91
22/03/2019,106.4,115.9,123.4,147.12,,22/03/2019,106.4,115.9,123.4,147.12
25/03/2019,106.5,116.1,124,148.53,,25/03/2019,106.5,116.1,124,148.53
26/03/2019,106.6,116,124.3,149,,26/03/2019,106.6,116,124.3,149
27/03/2019,106.5,115.8,124.4,149.09,,27/03/2019,106.5,115.8,124.4,149.09
28/03/2019,106.5,115.5,124.7,150.06,,28/03/2019,106.5,115.5,124.7,150.06
29/03/2019,106.6,115.6,124.5,150.03,,29/03/2019,106.6,115.6,124.5,150.03
01/04/2019,106.4,115.5,124.2,149.66,,01/04/2019,106.4,115.5,124.2,149.66
02/04/2019,106.5,115.5,123.6,148.22,,02/04/2019,106.5,115.5,123.6,148.22
03/04/2019,106.4,115.5,123.8,148.31,,03/04/2019,106.4,115.5,123.8,148.31
