Date,2-Year,5-Year,10-Year,30-Year,,Date,2-Year,5-Year,10-Year,30-Year
04/04/2019,106.4,115.4,123.5,147.5,,04/04/2019,106.4,115.4,123.5,147.5
05/04/2019,106.4,115.5,123.6,147.69,,05/04/2019,106.4,115.5,123.6,147.69
08/04/2019,106.4,115.6,123.6,147.94,,08/04/2019,106.4,115.6,123.6,147.94
09/04/2019,106.4,115.5,123.5,147.62,,09/04/2019,106.4,115.5,123.5,147.62
10/04/2019,106.4,115.2,123.6,148,,10/04/2019,106.4,115.2,123.6,148
11/04/2019,106.4,115.2,123.8,148.22,,11/04/2019,106.4,115.2,123.8,148.22
12/04/2019,106.3,115,123.6,147.72,,12/04/2019,106.3,115,123.6,147.72
15/04/2019,106.3,115.1,123.1,146.91,,15/04/2019,106.3,115.1,123.1,146.91
16/04/2019,106.2,115.2,123.2,147.06,,16/04/2019,106.2,115.2,123.2,147.06
17/04/2019,106.3,115.2,122.8,146.34,,17/04/2019,106.3,115.2,122.8,146.34
18/04/2019,106.3,115.1,122.9,146.31,,18/04/2019,106.3,115.1,122.9,146.31
19/04/2019,106.3,115.3,123.1,146.84,,19/04/2019,106.3,115.3,123.1,146.84
22/04/2019,106.3,115.5,123.1,146.75,,22/04/2019,106.3,115.5,123.1,146.75
23/04/2019,106.3,115.4,122.9,146.22,,23/04/2019,106.3,115.4,122.9,146.22
24/04/2019,106.4,115.6,123.1,146.5,,24/04/2019,106.4,115.6,123.1,146.5
25/04/2019,106.4,115.5,123.5,147.34,,25/04/2019,106.4,115.5,123.5,147.34
26/04/2019,106.5,115.6,123.4,147.16,,26/04/2019,106.5,115.6,123.4,147.16
29/04/2019,106.5,115.5,123.7,147.59,,29/04/2019,106.5,115.5,123.7,147.59
30/04/2019,106.5,115.3,123.4,146.97,,30/04/2019,106.5,115.3,123.4,146.97
01/05/2019,106.4,115.4,123.7,147.47,,01/05/2019,106.4,115.4,123.7,147.47
02/05/2019,106.3,115.5,123.6,147.59,,02/05/2019,106.3,115.5,123.6,147.59
03/05/2019,106.4,115.7,123.2,146.94,,03/05/2019,106.4,115.7,123.2,146.94
06/05/2019,106.4,115.6,123.3,147.38,,06/05/2019,106.4,115.6,123.3,147.38
07/05/2019,106.5,115.7,123.6,147.81,,07/05/2019,106.5,115.7,123.6,147.81
08/05/2019,106.4,115.7,124,148.75,,08/05/2019,106.4,115.7,124,148.75
09/05/2019,106.5,116,123.8,148.22,,09/05/2019,106.5,116,123.8,148.22
10/05/2019,106.5,116,124,148.69,,10/05/2019,106.5,116,124,148.69
13/05/2019,106.6,116.2,124,148.66,,13/05/2019,106.6,116.2,124,148.66
14/05/2019,106.6,116,124.4,149.47,,14/05/2019,106.6,116,124.4,149.47
15/05/2019,106.7,116,124.3,149.19,,15/05/2019,106.7,116,124.3,149.19
16/05/2019,106.6,115.9,124.7,149.88,,16/05/2019,106.6,115.9,124.7,149.88
17/05/2019,106.6,115.8,124.4,149.44,,17/05/2019,106.6,115.8,124.4,149.44
20/05/2019,106.5,116,124.5,149.69,,20/05/2019,106.5,116,124.5,149.69
21/05/2019,106.5,116.5,124.3,149.38,,21/05/2019,106.5,116.5,124.3,149.38
22/05/2019,106.5,116.2,124.1,149.19,,22/05/2019,106.5,116.2,124.1,149.19
23/05/2019,106.7,116.5,124.4,149.72,,23/05/2019,106.7,116.5,124.4,149.72
24/05/2019,106.6,116.5,125.2,151.44,,24/05/2019,106.6,116.5,125.2,151.44
26/05/2019,106.9,116.5,124.9,150.97,,26/05/2019,106.9,116.5,124.9,150.97
27/05/2019,106.9,116.7,125.3,150.52,,27/05/2019,106.9,116.7,125.3,150.52
28/05/2019,106.7,116.7,125.3,150.67,,28/05/2019,106.7,116.7,125.3,150.67
29/05/2019,106.8,117.2,125.4,152.03,,29/05/2019,106.8,117.2,125.4,152.03
30/05/2019,106.8,117.6,125.6,152.75,,30/05/2019,106.8,117.6,125.6,152.75
31/05/2019,107,117.4,125.7,153.06,,31/05/2019,107,117.4,125.7,153.06
03/06/2019,107.2,117.5,126.4,154.38,,03/06/2019,107.2,117.5,126.4,154.38
04/06/2019,107.2,117.4,126.9,155.25,,04/06/2019,107.2,117.4,126.9,155.25
05/06/2019,107.2,117.6,126.6,154.34,,05/06/2019,107.2,117.6,126.6,154.34
06/06/2019,107.1,117.3,126.6,154.06,,06/06/2019,107.1,117.3,126.6,154.06
07/06/2019,107.2,117.3,126.6,154.19,,07/06/2019,107.2,117.3,126.6,154.19
10/06/2019,107.1,117.4,126.9,155.19,,10/06/2019,107.1,117.4,126.9,155.19
11/06/2019,107.1,117.7,126.4,154.12,,11/06/2019,107.1,117.7,126.4,154.12
12/06/2019,107.1,117.6,126.4,154.25,,12/06/2019,107.1,117.6,126.4,154.25
13/06/2019,107.3,117.6,126.6,154.25,,13/06/2019,107.3,117.6,126.6,154.25
14/06/2019,107.2,117.6,127,154.91,,14/06/2019,107.2,117.6,127,154.91
17/06/2019,107.2,117.9,126.9,154.97,,17/06/2019,107.2,117.9,126.9,154.97
18/06/2019,107.2,118.1,127,155.25,,18/06/2019,107.2,118.1,127,155.25
19/06/2019,107.4,117.8,127.1,155.62,,19/06/2019,107.4,117.8,127.1,155.62
20/06/2019,107.4,118,126.9,155,,20/06/2019,107.4,118,126.9,155
21/06/2019,107.3,118.1,128.1,155.72,,21/06/2019,107.3,118.1,128.1,155.72
24/06/2019,107.4,117.8,127.5,154.59,,24/06/2019,107.4,117.8,127.5,154.59
25/06/2019,107.4,118,127.9,155.41,,25/06/2019,107.4,118,127.9,155.41
26/06/2019,107.3,118,128.1,155.91,,26/06/2019,107.3,118,128.1,155.91
27/06/2019,107.4,118,127.6,154.97,,27/06/2019,107.4,118,127.6,154.97
28/06/2019,107.4,118.2,127.9,155.72,,28/06/2019,107.4,118.2,127.9,155.72
01/07/2019,107.5,118.2,128,155.59,,01/07/2019,107.5,118.2,128,155.59
02/07/2019,107.5,118.3,127.7,155,,02/07/2019,107.5,118.3,127.7,155
03/07/2019,107.5,117.7,128.1,156.09,,03/07/2019,107.5,117.7,128.1,156.09
04/07/2019,107.6,117.7,128.3,156.66,,04/07/2019,107.6,117.7,128.3,156.66
05/07/2019,107.3,117.6,128.3,156.83,,05/07/2019,107.3,117.6,128.3,156.83
08/07/2019,107.3,117.7,127.5,154.97,,08/07/2019,107.3,117.7,127.5,154.97
09/07/2019,107.3,117.5,127.5,155.41,,09/07/2019,107.3,117.5,127.5,155.41
10/07/2019,107.4,117.6,127.3,155.09,,10/07/2019,107.4,117.6,127.3,155.09
11/07/2019,107.3,117.6,127.4,154.66,,11/07/2019,107.3,117.6,127.4,154.66
12/07/2019,107.4,117.5,127,153.53,,12/07/2019,107.4,117.5,127,153.53
15/07/2019,107.4,117.7,127.1,153.72,,15/07/2019,107.4,117.7,127.1,153.72
16/07/2019,107.3,117.9,127.2,154.06,,16/07/2019,107.3,117.9,127.2,154.06
17/07/2019,107.4,117.8,126.9,153.62,,17/07/2019,107.4,117.8,126.9,153.62
18/07/2019,107.5,117.9,127.4,154.75,,18/07/2019,107.5,117.9,127.4,154.75
19/07/2019,107.4,117.7,127.6,154.97,,19/07/2019,107.4,117.7,127.6,154.97
22/07/2019,107.4,117.8,127.5,154.75,,22/07/2019,107.4,117.8,127.5,154.75
23/07/2019,107.4,117.6,127.6,154.94,,23/07/2019,107.4,117.6,127.6,154.94
24/07/2019,107.4,117.5,127.4,154.28,,24/07/2019,107.4,117.5,127.4,154.28
25/07/2019,107.3,117.7,127.5,154.81,,25/07/2019,107.3,117.7,127.5,154.81
26/07/2019,107.3,117.6,127.3,154.31,,26/07/2019,107.3,117.6,127.3,154.31
29/07/2019,107.3,117.6,127.2,154.34,,29/07/2019,107.3,117.6,127.2,154.34
30/07/2019,107.3,118.4,127.5,154.78,,30/07/2019,107.3,118.4,127.5,154.78
31/07/2019,107.2,118.4,127.3,154.62,,31/07/2019,107.2,118.4,127.3,154.62
01/08/2019,107.5,119,127.4,155.59,,01/08/2019,107.5,119,127.4,155.59
02/08/2019,107.5,119,128.7,157.69,,02/08/2019,107.5,119,128.7,157.69
05/08/2019,107.8,119.2,128.9,158.59,,05/08/2019,107.8,119.2,128.9,158.59
06/08/2019,107.7,119,129.8,160.72,,06/08/2019,107.7,119,129.8,160.72
07/08/2019,107.8,118.9,129.8,161,,07/08/2019,107.8,118.9,129.8,161
08/08/2019,107.7,119.2,130.2,162.22,,08/08/2019,107.7,119.2,130.2,162.22
09/08/2019,107.7,118.8,129.9,161.56,,09/08/2019,107.7,118.8,129.9,161.56
12/08/2019,107.8,119.1,129.7,161.28,,12/08/2019,107.8,119.1,129.7,161.28
13/08/2019,107.6,119.4,130.4,163.44,,13/08/2019,107.6,119.4,130.4,163.44
14/08/2019,107.8,119.5,129.8,162.94,,14/08/2019,107.8,119.5,129.8,162.94
15/08/2019,107.9,119.3,130.5,164.91,,15/08/2019,107.9,119.3,130.5,164.91
16/08/2019,107.9,119.4,131,165.72,,16/08/2019,107.9,119.4,131,165.72
19/08/2019,107.8,119.2,130.9,165.56,,19/08/2019,107.8,119.2,130.9,165.56
20/08/2019,107.8,119.1,130.4,164.25,,20/08/2019,107.8,119.1,130.4,164.25
21/08/2019,107.8,119.5,130.7,165,,21/08/2019,107.8,119.5,130.7,165
22/08/2019,107.7,119.3,130.5,164.81,,22/08/2019,107.7,119.3,130.5,164.81
23/08/2019,107.8,119.5,130.3,164.09,,23/08/2019,107.8,119.5,130.3,164.09
26/08/2019,107.8,119.6,131,165.53,,26/08/2019,107.8,119.6,131,165.53
27/08/2019,107.8,119.5,130.8,165.09,,27/08/2019,107.8,119.5,130.8,165.09
28/08/2019,107.8,119.5,131.1,166.5,,28/08/2019,107.8,119.5,131.1,166.5
29/08/2019,107.8,120.1,131.4,166.91,,29/08/2019,107.8,120.1,131.4,166.91
30/08/2019,107.8,120,131,166.06,,30/08/2019,107.8,120,131,166.06
01/09/2019,108.1,119.8,131.1,166.06,,01/09/2019,108.1,119.8,131.1,166.06
02/09/2019,108.1,119.9,131.9,165.8,,02/09/2019,108.1,119.9,131.9,165.8
03/09/2019,107.9,119.3,131.7,165.2,,03/09/2019,107.9,119.3,131.7,165.2
04/09/2019,107.9,119.4,131.5,166.72,,04/09/2019,107.9,119.4,131.5,166.72
05/09/2019,107.7,119.1,131.6,166.75,,05/09/2019,107.7,119.1,131.6,166.75
06/09/2019,107.7,118.7,130.7,164.69,,06/09/2019,107.7,118.7,130.7,164.69
09/09/2019,107.6,118.6,130.7,165.31,,09/09/2019,107.6,118.6,130.7,165.31
10/09/2019,107.5,118.3,130.3,163.78,,10/09/2019,107.5,118.3,130.3,163.78
11/09/2019,107.5,117.8,129.6,162.25,,11/09/2019,107.5,117.8,129.6,162.25
12/09/2019,107.4,118.1,129.3,161.72,,12/09/2019,107.4,118.1,129.3,161.72
13/09/2019,107.2,118.2,128.9,160.59,,13/09/2019,107.2,118.2,128.9,160.59
16/09/2019,107.3,118.2,128.1,158.38,,16/09/2019,107.3,118.2,128.1,158.38
17/09/2019,107.4,118.3,128.5,159.72,,17/09/2019,107.4,118.3,128.5,159.72
18/09/2019,107.3,118.3,128.7,160.16,,18/09/2019,107.3,118.3,128.7,160.16
19/09/2019,107.3,118.6,128.8,160.84,,19/09/2019,107.3,118.6,128.8,160.84
20/09/2019,107.4,118.9,128.9,161.22,,20/09/2019,107.4,118.9,128.9,161.22
23/09/2019,107.4,118.5,129.7,160.88,,23/09/2019,107.4,118.5,129.7,160.88
24/09/2019,107.5,118.7,130.1,161.66,,24/09/2019,107.5,118.7,130.1,161.66
25/09/2019,107.4,118.8,130.7,163.12,,25/09/2019,107.4,118.8,130.7,163.12
26/09/2019,107.7,119.1,130,161.25,,26/09/2019,107.7,119.1,130,161.25
27/09/2019,107.5,119.2,130.3,162.31,,27/09/2019,107.5,119.2,130.3,162.31
30/09/2019,107.5,119.4,130.4,162.34,,30/09/2019,107.5,119.4,130.4,162.34
01/10/2019,107.9,119.8,130.3,162.31,,01/10/2019,107.9,119.8,130.3,162.31
02/10/2019,108,120.2,130.7,162.69,,02/10/2019,108,120.2,130.7,162.69
03/10/2019,108.2,120.2,131.1,163.31,,03/10/2019,108.2,120.2,131.1,163.31
04/10/2019,108.2,119.9,131.8,164.41,,04/10/2019,108.2,119.9,131.8,164.41
07/10/2019,108,120.1,131.9,165,,07/10/2019,108,120.1,131.9,165
08/10/2019,108.1,119.8,131.5,164.41,,08/10/2019,108.1,119.8,131.5,164.41
09/10/2019,108,119.5,131.7,164.56,,09/10/2019,108,119.5,131.7,164.56
10/10/2019,107.9,119,131.3,163.56,,10/10/2019,107.9,119,131.3,163.56
11/10/2019,107.7,119.1,130.7,162.25,,11/10/2019,107.7,119.1,130.7,162.25
14/10/2019,107.7,118.9,129.9,160.44,,14/10/2019,107.7,118.9,129.9,160.44
15/10/2019,107.7,119,130.2,161.12,,15/10/2019,107.7,119,130.2,161.12
16/10/2019,107.8,119,129.8,159.94,,16/10/2019,107.8,119,129.8,159.94
17/10/2019,107.7,119.1,130,160.28,,17/10/2019,107.7,119.1,130,160.28
18/10/2019,107.8,118.9,129.9,160.19,,18/10/2019,107.8,118.9,129.9,160.19
21/10/2019,107.7,118.9,130,160.22,,21/10/2019,107.7,118.9,130,160.22
22/10/2019,107.7,118.9,129.6,159.44,,22/10/2019,107.7,118.9,129.6,159.44
23/10/2019,107.7,118.9,129.8,160.06,,23/10/2019,107.7,118.9,129.8,160.06
24/10/2019,107.7,118.7,129.9,160.09,,24/10/2019,107.7,118.7,129.9,160.09
25/10/2019,107.6,118.5,129.8,159.97,,25/10/2019,107.6,118.5,129.8,159.97
28/10/2019,107.6,118.6,129.5,159.38,,28/10/2019,107.6,118.6,129.5,159.38
29/10/2019,107.6,118.7,129.2,158.28,,29/10/2019,107.6,118.7,129.2,158.28
30/10/2019,107.6,119.2,129.3,158.69,,30/10/2019,107.6,119.2,129.3,158.69
31/10/2019,107.8,119,129.5,159.59,,31/10/2019,107.8,119,129.5,159.59
01/11/2019,107.7,118.8,130.3,161.38,,01/11/2019,107.7,118.8,130.3,161.38
04/11/2019,107.7,118.5,130,160.62,,04/11/2019,107.7,118.5,130,160.62
05/11/2019,107.6,118.7,129.6,159.47,,05/11/2019,107.6,118.7,129.6,159.47
06/11/2019,107.6,118.1,128.9,157.88,,06/11/2019,107.6,118.1,128.9,157.88
07/11/2019,107.5,118.2,129.3,158.97,,07/11/2019,107.5,118.2,129.3,158.97
08/11/2019,107.5,118.1,128.4,156.66,,08/11/2019,107.5,118.1,128.4,156.66
11/11/2019,107.5,118.2,128.4,156.41,,11/11/2019,107.5,118.2,128.4,156.41
12/11/2019,107.5,118.4,128.4,156.5,,12/11/2019,107.5,118.4,128.4,156.5
13/11/2019,107.6,118.7,128.5,157,,13/11/2019,107.6,118.7,128.5,157
14/11/2019,107.7,118.6,128.9,157.62,,14/11/2019,107.7,118.6,128.9,157.62
15/11/2019,107.6,118.7,129.3,158.66,,15/11/2019,107.6,118.7,129.3,158.66
18/11/2019,107.7,118.7,129.1,158.31,,18/11/2019,107.7,118.7,129.1,158.31
19/11/2019,107.6,118.9,129.3,158.78,,19/11/2019,107.6,118.9,129.3,158.78
20/11/2019,107.7,118.7,129.4,159.34,,20/11/2019,107.7,118.7,129.4,159.34
21/11/2019,107.6,118.7,129.8,160.31,,21/11/2019,107.6,118.7,129.8,160.31
22/11/2019,107.6,118.7,129.5,159.72,,22/11/2019,107.6,118.7,129.5,159.72
25/11/2019,107.6,118.8,129.5,159.88,,25/11/2019,107.6,118.8,129.5,159.88
26/11/2019,107.6,118.6,129.5,160.06,,26/11/2019,107.6,118.6,129.5,160.06
27/11/2019,107.5,118.9,129.7,160.59,,27/11/2019,107.5,118.9,129.7,160.59
28/11/2019,107.7,118.6,129.4,160.09,,28/11/2019,107.7,118.6,129.4,160.09
29/11/2019,107.6,118.5,129.4,159.08,,29/11/2019,107.6,118.5,129.4,159.08
02/12/2019,107.6,119.1,129.3,159.75,,02/12/2019,107.6,119.1,129.3,159.75
03/12/2019,107.7,118.7,128.9,158.19,,03/12/2019,107.7,118.7,128.9,158.19
04/12/2019,107.6,118.6,130,160.88,,04/12/2019,107.6,118.6,130,160.88
05/12/2019,107.6,118.4,129.4,159.5,,05/12/2019,107.6,118.4,129.4,159.5
06/12/2019,107.5,118.4,129.3,159.12,,06/12/2019,107.5,118.4,129.3,159.12
09/12/2019,107.5,118.4,128.9,158.44,,09/12/2019,107.5,118.4,128.9,158.44
10/12/2019,107.5,118.6,129,158.78,,10/12/2019,107.5,118.6,129,158.78
11/12/2019,107.6,118.1,128.9,158.88,,11/12/2019,107.6,118.1,128.9,158.88
12/12/2019,107.5,118.5,129.3,159.69,,12/12/2019,107.5,118.5,129.3,159.69
13/12/2019,107.6,118.2,128.4,157.56,,13/12/2019,107.6,118.2,128.4,157.56
16/12/2019,107.5,118.3,129.1,159.03,,16/12/2019,107.5,118.3,129.1,159.03
17/12/2019,107.5,118.2,128.5,157.66,,17/12/2019,107.5,118.2,128.5,157.66
18/12/2019,107.6,118.3,128.6,157.62,,18/12/2019,107.6,118.3,128.6,157.62
19/12/2019,107.7,118.2,128.3,156.84,,19/12/2019,107.7,118.2,128.3,156.84
20/12/2019,107.6,118.4,128.6,157.19,,20/12/2019,107.6,118.4,128.6,157.19
22/12/2019,107.6,118.3,128.3,156.25,,22/12/2019,107.6,118.3,128.3,156.25
23/12/2019,107.6,118.3,128.1,155.88,,23/12/2019,107.6,118.3,128.1,155.88
24/12/2019,107.7,118.4,128.3,156.38,,24/12/2019,107.7,118.4,128.3,156.38
25/12/2019,107.7,118.3,128.4,156.39,,25/12/2019,107.7,118.3,128.4,156.39
26/12/2019,107.6,118.5,128.4,156.47,,26/12/2019,107.6,118.5,128.4,156.47
27/12/2019,107.6,118.7,128.7,156.91,,27/12/2019,107.6,118.7,128.7,156.91
30/12/2019,107.7,118.6,128.5,156.25,,30/12/2019,107.7,118.6,128.5,156.25
31/12/2019,107.7,118.5,128.4,155.91,,31/12/2019,107.7,118.5,128.4,155.91
01/01/2020,107.7,118.5,128.3,155.52,,01/01/2020,107.7,118.5,128.3,155.52
02/01/2020,107.7,118.7,128.6,156.59,,02/01/2020,107.7,118.7,128.6,156.59
03/01/2020,107.8,119.1,129.4,158.28,,03/01/2020,107.8,119.1,129.4,158.28
06/01/2020,107.8,119,129.3,157.84,,06/01/2020,107.8,119,129.3,157.84
07/01/2020,107.8,118.9,129.2,157.41,,07/01/2020,107.8,118.9,129.2,157.41
08/01/2020,107.7,118.7,128.8,156.38,,08/01/2020,107.7,118.7,128.8,156.38
09/01/2020,107.7,118.7,128.9,156.81,,09/01/2020,107.7,118.7,128.9,156.81
10/01/2020,107.7,118.8,129.1,157.62,,10/01/2020,107.7,118.8,129.1,157.62
13/01/2020,107.7,118.8,128.9,157.25,,13/01/2020,107.7,118.8,128.9,157.25
14/01/2020,107.7,118.9,129.1,157.91,,14/01/2020,107.7,118.9,129.1,157.91
15/01/2020,107.8,119,129.3,158.5,,15/01/2020,107.8,119,129.3,158.5
16/01/2020,107.7,118.9,129.2,158.09,,16/01/2020,107.7,118.9,129.2,158.09
17/01/2020,107.7,118.8,129.1,157.28,,17/01/2020,107.7,118.8,129.1,157.28
19/01/2020,107.8,118.9,129.2,157.45,,19/01/2020,107.8,118.9,129.2,157.45
20/01/2020,107.7,118.9,129.2,157.48,,20/01/2020,107.7,118.9,129.2,157.48
21/01/2020,107.8,119.1,129.6,158.59,,21/01/2020,107.8,119.1,129.6,158.59
22/01/2020,107.8,119.1,129.6,158.81,,22/01/2020,107.8,119.1,129.6,158.81
23/01/2020,107.8,119.2,129.8,159.56,,23/01/2020,107.8,119.2,129.8,159.56
24/01/2020,107.9,119.5,130.3,160.62,,24/01/2020,107.9,119.5,130.3,160.62
27/01/2020,108,119.8,130.9,162.03,,27/01/2020,108,119.8,130.9,162.03
28/01/2020,107.9,119.7,130.6,161.31,,28/01/2020,107.9,119.7,130.6,161.31
29/01/2020,108,119.9,131,162.25,,29/01/2020,108,119.9,131,162.25
30/01/2020,108.1,120.1,131.3,162.91,,30/01/2020,108.1,120.1,131.3,162.91
31/01/2020,108.2,120.3,131.7,163.53,,31/01/2020,108.2,120.3,131.7,163.53
03/02/2020,108.1,120.2,131.6,163.78,,03/02/2020,108.1,120.2,131.6,163.78
04/02/2020,108,119.8,130.9,162.09,,04/02/2020,108,119.8,130.9,162.09
05/02/2020,108,119.7,130.6,161.12,,05/02/2020,108,119.7,130.6,161.12
06/02/2020,107.9,119.6,130.6,161.38,,06/02/2020,107.9,119.6,130.6,161.38
07/02/2020,108,119.9,131.1,162.59,,07/02/2020,108,119.9,131.1,162.59
10/02/2020,108.1,120.1,131.4,163.16,,10/02/2020,108.1,120.1,131.4,163.16
11/02/2020,108,119.9,131,162.47,,11/02/2020,108,119.9,131,162.47
12/02/2020,108,119.7,130.7,161.69,,12/02/2020,108,119.7,130.7,161.69
13/02/2020,107.9,119.7,130.8,161.88,,13/02/2020,107.9,119.7,130.8,161.88
14/02/2020,108,119.9,131,162.41,,14/02/2020,108,119.9,131,162.41
16/02/2020,108,119.8,130.9,162.3,,16/02/2020,108,119.8,130.9,162.3
17/02/2020,108,119.9,131.1,162.7,,17/02/2020,108,119.9,131.1,162.7
18/02/2020,108,120,131.2,163.16,,18/02/2020,108,120,131.2,163.16
19/02/2020,108,119.9,131.1,162.97,,19/02/2020,108,119.9,131.1,162.97
20/02/2020,108,120.1,131.4,163.94,,20/02/2020,108,120.1,131.4,163.94
21/02/2020,108.1,120.3,131.9,164.97,,21/02/2020,108.1,120.3,131.9,164.97
24/02/2020,108.3,120.8,132.7,166.72,,24/02/2020,108.3,120.8,132.7,166.72
25/02/2020,108.4,121.1,133.1,167.69,,25/02/2020,108.4,121.1,133.1,167.69
26/02/2020,108.5,121.2,133.3,168.09,,26/02/2020,108.5,121.2,133.3,168.09
27/02/2020,108.6,121.3,133.4,168.5,,27/02/2020,108.6,121.3,133.4,168.5
28/02/2020,108.9,122.3,134.8,171.38,,28/02/2020,108.9,122.3,134.8,171.38
02/03/2020,109.1,122.5,135.3,172.22,,02/03/2020,109.1,122.5,135.3,172.22
03/03/2020,109.2,123,136,173.31,,03/03/2020,109.2,123,136,173.31
04/03/2020,109.4,123.2,136.3,173.41,,04/03/2020,109.4,123.2,136.3,173.41
05/03/2020,109.5,123.4,136.8,174.94,,05/03/2020,109.5,123.4,136.8,174.94
06/03/2020,109.7,124,138.1,180.97,,06/03/2020,109.7,124,138.1,180.97
09/03/2020,109.9,124.5,139.3,186.94,,09/03/2020,109.9,124.5,139.3,186.94
10/03/2020,109.7,123.6,137.6,180.94,,10/03/2020,109.7,123.6,137.6,180.94
11/03/2020,109.8,123.5,137.1,181.72,,11/03/2020,109.8,123.5,137.1,181.72
12/03/2020,109.8,123.7,136.9,180.25,,12/03/2020,109.8,123.7,136.9,180.25
13/03/2020,110.2,123.2,135.8,177.94,,13/03/2020,110.2,123.2,135.8,177.94
16/03/2020,109.9,124.2,138.1,182.34,,16/03/2020,109.9,124.2,138.1,182.34
17/03/2020,109.7,123.4,136.1,175,,17/03/2020,109.7,123.4,136.1,175
18/03/2020,109.6,122.6,134.4,169.28,,18/03/2020,109.6,122.6,134.4,169.28
19/03/2020,109.8,123.3,135.3,172.69,,19/03/2020,109.8,123.3,135.3,172.69
20/03/2020,109.9,124,136.5,177.31,,20/03/2020,109.9,124,136.5,177.31
23/03/2020,110,124.8,138.2,179.66,,23/03/2020,110,124.8,138.2,179.66
24/03/2020,109.9,124.3,137.5,178.84,,24/03/2020,109.9,124.3,137.5,178.84
25/03/2020,110.1,124.5,137.3,177.75,,25/03/2020,110.1,124.5,137.3,177.75
26/03/2020,110.1,124.6,137.7,178.13,,26/03/2020,110.1,124.6,137.7,178.13
27/03/2020,110.2,124.7,138.3,179.06,,27/03/2020,110.2,124.7,138.3,179.06
30/03/2020,110.2,125.2,138.8,180.72,,30/03/2020,110.2,125.2,138.8,180.72
31/03/2020,110.2,125.2,138.7,179.06,,31/03/2020,110.2,125.2,138.7,179.06
01/04/2020,110.2,125.4,139,181.13,,01/04/2020,110.2,125.4,139,181.13
02/04/2020,110.2,125.3,138.9,181.53,,02/04/2020,110.2,125.3,138.9,181.53
03/04/2020,110.2,125.4,139.1,182.56,,03/04/2020,110.2,125.4,139.1,182.56
05/04/2020,110.2,125.3,138.9,181.86,,05/04/2020,110.2,125.3,138.9,181.86
06/04/2020,110.1,125.1,138.6,180.77,,06/04/2020,110.1,125.1,138.6,180.77